,Unnamed: 0,Filename,Rsh_scaff,Voc (V),Isc (mA),Jsc(mA/cm2),Imax (mA),Vmax (V),Pmax (mW/cm2),FF (%),FF_est (%),PCE (%),Rseries (ohm),Rshunt (ohm),CellArea (cm2),ScanRate (mV/s),ActualScanRate (mV/s),CellNo,CellRow,CellColumn,Condition,meas_time,measurement
20,20,22-Rep_2-2023_10_31-16_02_07-rev-0,28921.21021,0.6715820955501349,0.0580627504737644,0.6451416719307163,0.0403225,0.554535,0.0223602375375,57.34290607551957,57.34290607551957,0.24844708375,1397.977082508884,41722.038686363165,0.09,60.0,-54.083480784631725,22,C,5,6,2023-10-31 16:02:07,1
21,21,24-Rep_2-2023_10_31-16_03_57-rev-0,210333.2791,0.4520067651746704,0.0657040669982027,0.7300451888689194,0.0354945999999999,0.27572,0.009786571112,32.9528793704894,32.9528793704894,0.1087396790222222,3464.1268545950425,3800.21865100732,0.09,60.0,-54.08394780075316,24,C,7,7,2023-10-31 16:03:57,1
22,22,26-Rep_2-2023_10_31-16_05_47-rev-0,8753.705907,0.35604428978856,0.1122000295250241,1.2466669947224902,0.0633745999999999,0.190874,0.0120965634003999,30.2806371978376,30.2806371978376,0.1344062600044444,2051.155809484332,2567.2478339012323,0.09,60.0,-54.08422967417658,26,C,9,7,2023-10-31 16:05:47,1
23,23,00-Rep_2-2023_11_01-09_02_08-rev-1,7215.482541,0.8737760779048381,1.1885203676938465,13.205781863264962,1.47241,0.615124,0.90571472884,87.2136878695956,70.39835669053329,10.063496987111112,108.23923451726812,-1430.5541037576693,0.09,60.0,-54.0837481305195,0,A,1,1,2023-11-01 09:02:08,2
24,24,01-Rep_2-2023_11_01-09_03_04-rev-9,6658.494803,0.866755111059641,1.1318242302420318,12.575824780467022,1.45009,0.615124,0.89198516116,90.9247742009142,70.96860372106576,9.910946235111112,117.82709130098571,-1530.1681725854903,0.09,60.0,-54.0835766901575,1,A,2,1,2023-11-01 09:03:04,2
25,25,03-Rep_2-2023_11_01-09_04_54-rev-9,2795746.256,0.8733127754293659,1.159757628649117,12.886195873879077,1.46018,0.615123,0.89819030214,88.68114878134682,70.43558932223034,9.979892246,107.42907650751124,-1614.167865387136,0.09,60.0,-54.08433150720194,3,A,4,1,2023-11-01 09:04:54,2
26,26,04-Rep_2-2023_11_01-09_05_48-rev-1,4474184.164,0.856473742190262,1.245197617123466,13.835529079149625,1.55106,0.615123,0.9540926803799998,89.46192321693664,71.82041546620503,10.601029781999998,105.29528521358156,-1311.9769967275392,0.09,60.0,-54.08431825896529,4,A,5,2,2023-11-01 09:05:48,2
27,27,05-Rep_2-2023_11_01-09_06_43-rev-9,121534.6049,0.8436643856243848,1.1061549278648513,12.29061030960946,1.42708,0.615124,0.87783115792,94.06440593743233,72.91098338170988,9.753679532444444,105.6817029185033,-4442.999269979458,0.09,60.0,-54.08357815569788,5,A,6,2,2023-11-01 09:06:43,2
28,28,06-Rep_2-2023_11_01-09_07_38-rev-1,379071.4827,0.853878290717201,1.1185371853524726,12.428190948360808,1.56634,0.615123,0.96349175982,100.87919455437788,72.03872105512104,10.705463998,94.83847971795944,-2223.1383163897167,0.09,60.0,-54.08363436118728,6,A,7,2,2023-11-01 09:07:38,2
29,29,07-Rep_2-2023_11_01-09_08_33-rev-1,184330.457,0.8625656713472368,1.1766526554886712,13.073918394318568,1.53857,0.627244,0.96505880108,95.08528805466372,72.7184051992599,10.722875567555556,87.56127814491973,-1483.417090168881,0.09,60.0,-54.08389711241451,7,A,8,2,2023-11-01 09:08:33,2
30,30,08-Rep_2-2023_11_01-09_09_28-rev-1,5838.076993,0.7545082157163723,0.1831453252680849,2.0349480585342774,0.191197,0.603046,0.115300586062,83.43950207583927,79.92570358262229,1.2811176229111112,464.395572346125,24809.453579245102,0.09,60.0,-54.08421863405148,8,A,9,3,2023-11-01 09:09:28,2
31,31,09-Rep_2-2023_11_01-09_10_24-rev-0,9232.97784,0.7286137538987141,0.1446833216718283,1.607592463020315,0.0992119,0.627243,0.0622299697917,59.03149121952856,59.03149121952856,0.6914441087966667,438.8192985074349,66933.77598287225,0.09,60.0,-54.08415534563233,9,B,1,3,2023-11-01 09:10:24,2
32,32,10-Rep_2-2023_11_01-09_11_19-rev-1,9822.451494,0.8136340116862094,0.2288898284856659,2.543220316507399,0.240713,0.651474,0.156818260962,84.20561361582472,80.0696616221657,1.7424251217999998,336.9384897996426,85938.29195042455,0.09,60.0,-54.08364482876277,10,B,2,3,2023-11-01 09:11:19,2
33,33,11-Rep_2-2023_11_01-09_12_14-rev-1,9685.659012,0.7899831625928263,0.2347937719754881,2.6088196886165345,0.26764,0.603047,0.1613994990799999,87.01573134373314,76.33669026827384,1.7933277675555552,377.7332240173045,17268.692779691315,0.09,60.0,-54.08349105446142,11,B,3,3,2023-11-01 09:12:14,2
34,34,12-Rep_2-2023_11_01-09_13_09-rev-1,55406.35987,0.8716920053241792,1.1895044484917106,13.21671609435234,1.4800600000000002,0.615122,0.91041746732,87.80342319478544,70.56643817345075,10.11574963688889,102.73544404972952,-1812.5332237413213,0.09,60.0,-54.08362546019352,12,B,4,4,2023-11-01 09:13:09,2
35,35,13-Rep_2-2023_11_01-09_14_04-rev-9,43177.02547,0.8706395042763493,1.136890078754693,12.632111986163256,1.44286,0.615123,0.88753637178,89.66631340798924,70.65185957892787,9.861515242,103.2903466472211,-2354.7730774781994,0.09,60.0,-54.08409878606948,13,B,5,4,2023-11-01 09:14:04,2
36,36,14-Rep_2-2023_11_01-09_14_59-rev-1,34145.68537,0.8640694105159697,1.1890121738789388,13.211246376432651,1.46614,0.615124,0.90185790136,87.7815373794108,71.18918833530807,10.020643348444445,114.65127628672354,-1973.8974004256445,0.09,60.0,-54.08376509903425,14,B,6,4,2023-11-01 09:14:59,2
37,37,15-Rep_2-2023_11_01-09_15_54-rev-1,22225.18775,0.8667781408927503,1.1937308743186332,13.263676381318149,1.46487,0.615122,0.90107376414,87.08552372231657,70.96648738354736,10.011930712666668,114.10833337897058,-1473.4028709591507,0.09,60.0,-54.08432697509798,15,B,7,4,2023-11-01 09:15:54,2
38,38,16-Rep_2-2023_11_01-09_16_49-rev-1,26849.39041,0.8520053833467569,1.4925146775178777,16.58349641686531,1.57081,0.59089,0.9281759209,72.99100577770193,69.3528481802461,10.31306578777778,113.7449374590054,-528.1196314840628,0.09,60.0,-54.08351881746128,16,B,8,5,2023-11-01 09:16:49,2
39,39,18-Rep_2-2023_11_01-09_18_39-rev-1,50831.09055,0.8632218539595704,0.8700001978321065,9.666668864801183,1.4106800000000002,0.651475,0.919022753,122.37268402117807,75.47016992349134,10.211363922222224,70.43695116858139,-7482.025199519531,0.09,60.0,-54.08422766551903,18,C,1,5,2023-11-01 09:18:39,2
40,40,19-Rep_2-2023_11_01-09_19_34-rev-8,3948564.26,0.8160143731712607,1.0084919566631672,11.2054661851463,1.3462,0.590889,0.7954547718,96.65965577965156,72.41159217620636,8.838386353333334,108.690552248956,-2822.9648147378525,0.09,60.0,-54.08373067270061,19,C,2,5,2023-11-01 09:19:34,2
41,41,20-Rep_2-2023_11_01-09_20_29-rev-0,36765.44615,0.6517384562693225,0.0420260579531177,0.4669561994790858,0.028953,0.445421,0.012896274213,47.083881313779386,47.083881313779386,0.1432919357,1749.1502408939857,122659.89728086628,0.09,60.0,-54.08380573033365,20,C,3,6,2023-11-01 09:20:29,2
42,42,21-Rep_2-2023_11_01-09_21_24-rev-0,33700.08879,0.6671618976457367,0.0540600951684315,0.6006677240936836,0.0359863,0.554536,0.0199556988568,55.32977451679722,55.32977451679722,0.2217299872977778,1266.4066198646035,116143.86253779828,0.09,60.0,-54.083815743076336,21,C,4,6,2023-11-01 09:21:24,2
43,43,22-Rep_2-2023_11_01-09_22_19-rev-0,28921.21021,0.6969171289195012,0.0584417925946453,0.6493532510516148,0.0416636,0.578777,0.0241139334172,59.205682242005054,59.205682242005054,0.2679325935244445,1358.1240323882794,138778.31840864476,0.09,60.0,-54.083684205761934,22,C,5,6,2023-11-01 09:22:19,2
44,44,24-Rep_2-2023_11_01-09_24_09-rev-0,210333.2791,0.460507630140086,0.0859109033847412,0.9545655931637914,0.0454932,0.275723,0.0125435215836,31.7054823874578,31.7054823874578,0.13937246204,2764.494380684008,2609.6852514743555,0.09,60.0,-54.08383457986069,24,C,7,7,2023-11-01 09:24:09,2
45,45,26-Rep_2-2023_11_01-09_25_59-rev-0,8753.705907,0.3659178121907475,0.127177742514178,1.413086027935311,0.0702739,0.203029,0.0142676396430999,30.658963578105496,30.658963578105496,0.1585293293677777,1850.3968933795245,2155.436819984317,0.09,60.0,-54.083844778576704,26,C,9,7,2023-11-01 09:25:59,2
46,46,00-Rep_2-2023_11_02-10_45_22-rev-1,7215.482541,0.8851407148261213,1.076967394756062,11.966304386178468,1.45636,0.639404,0.93120240944,97.68530073570764,72.23755379116253,10.346693438222225,114.59982358328864,-1529.4669632290486,0.09,60.0,-54.08411909127879,0,A,1,1,2023-11-02 10:45:22,3
47,47,01-Rep_2-2023_11_02-10_46_17-rev-1,6658.494803,0.8724697849158175,1.145732717328119,12.730363525867991,1.51522,0.615137,0.93206788514,93.24248383865948,70.50524965278346,10.35630983488889,121.96783250536367,-1263.7978446964485,0.09,60.0,-54.083709972590064,1,A,2,1,2023-11-02 10:46:17,3
48,48,03-Rep_2-2023_11_02-10_48_07-rev-1,2795746.256,0.8663876593388389,1.1439234897365358,12.71026099707262,1.5038,0.603063,0.9068861394,91.50472677891752,69.60660086735444,10.07651266,122.02630946941557,-1278.65167916467,0.09,60.0,-54.08401214530651,3,A,4,1,2023-11-02 10:48:07,3
49,49,04-Rep_2-2023_11_02-10_49_02-rev-1,4474184.164,0.8642410107801434,1.1058547721489378,12.287275246099307,1.58764,0.627257,0.99585830348,104.19924721942668,72.5789440880363,11.065092260888887,100.59640909381518,-2035.396800454242,0.09,60.0,-54.08445312229593,4,A,5,2,2023-11-02 10:49:02,3
50,50,05-Rep_2-2023_11_02-10_49_57-rev-1,121534.6049,0.8633298304310576,0.9596645820209092,10.662939800232325,1.51949,0.639404,0.97156798396,117.26731489089823,74.06253988475619,10.795199821777778,76.57588781548091,-6200.787317875569,0.09,60.0,-54.08349136636596,5,A,6,2,2023-11-02 10:49:57,3
51,51,06-Rep_2-2023_11_02-10_50_52-rev-1,379071.4827,0.8361312972551197,0.9831955409829112,10.924394899810126,1.57806,0.627257,0.98984918142,120.40780743461642,75.01895958914355,10.998324238,81.14572439263083,-3477.8229246952046,0.09,60.0,-54.08377636187008,6,A,7,2,2023-11-02 10:50:52,3
52,52,07-Rep_2-2023_11_02-10_51_47-rev-1,184330.457,0.8311286672345497,1.0205531287777052,11.339479208641167,1.55236,0.615137,0.95491407332,112.57978455443993,74.01224674956428,10.610156370222224,82.16953751344849,-3272.3406017770003,0.09,60.0,-54.08410524170434,7,A,8,2,2023-11-02 10:51:47,3
53,53,08-Rep_2-2023_11_02-10_52_42-rev-0,5838.076993,0.7542563819352696,0.1568609565218813,1.742899516909793,0.119194,0.639402,0.076212881988,64.41611555437031,64.41611555437031,0.8468097998666667,539.9411409323052,30140.88214089324,0.09,60.0,-54.08406935459947,8,A,9,3,2023-11-02 10:52:42,3
54,54,09-Rep_2-2023_11_02-10_53_37-rev-0,9232.97784,0.7342969251179496,0.128209950948668,1.424555010540756,0.0898838,0.60306,0.054205324428,57.57692998300771,57.57692998300771,0.6022813825333334,442.4251607898893,67456.75207864252,0.09,60.0,-54.08365858299744,9,B,1,3,2023-11-02 10:53:37,3
55,55,10-Rep_2-2023_11_02-10_54_32-rev-1,9822.451494,0.8126644605956147,0.195687717406829,2.1743079711869897,0.202224,0.675753,0.136653474672,85.93020420329108,83.15276879522084,1.5183719408,342.421149092756,119509.4501746394,0.09,60.0,-54.084208838595735,10,B,2,3,2023-11-02 10:54:32,3
56,56,11-Rep_2-2023_11_02-10_55_27-rev-1,9685.659012,0.7893797197848679,0.2053085950738724,2.2812066119319163,0.214532,0.627256,0.1345664841919999,83.03167710419787,79.46188434774433,1.4951831576888888,393.3339919621424,19940.761981610514,0.09,60.0,-54.08387870008273,11,B,3,3,2023-11-02 10:55:27,3
57,57,12-Rep_2-2023_11_02-10_56_22-rev-1,55406.35987,0.8702209945457884,1.3047670902489874,14.49741211387764,1.48723,0.615137,0.91485020051,80.5726108913834,70.68744650559374,10.16500222788889,103.35722175510251,-1077.1116847812314,0.09,60.0,-54.08392279538017,12,B,4,4,2023-11-02 10:56:22,3
58,58,13-Rep_2-2023_11_02-10_57_17-rev-9,43177.02547,0.871293047662756,1.218166181655162,13.535179796168466,1.45292,0.615136,0.89374339712,84.20581023835456,70.60035675139412,9.930482190222222,108.3881011178918,-1241.0933378388845,0.09,60.0,-54.08377264390146,13,B,5,4,2023-11-02 10:57:17,3
59,59,14-Rep_2-2023_11_02-10_58_12-rev-1,34145.68537,0.8670893430717366,1.2883537986250495,14.315042206944996,1.51472,0.603063,0.91347158736,81.77038691706234,69.55027239333826,10.149684304,118.95666355909542,-1147.7196813847113,0.09,60.0,-54.08375625052316,14,B,6,4,2023-11-02 10:58:12,3
60,60,15-Rep_2-2023_11_02-10_59_07-rev-1,22225.18775,0.8644799888327545,1.3003042519391246,14.44782502154583,1.50168,0.603062,0.90560614416,80.56370547602619,69.76008788986215,10.062290490666667,117.13943830773655,-1103.280659395007,0.09,60.0,-54.0834386945359,15,B,7,4,2023-11-02 10:59:07,3
61,61,16-Rep_2-2023_11_02-11_00_02-rev-1,26849.39041,0.8508987031003028,1.5959829292342955,17.73314365815884,1.5806,0.590902,0.9339797012,68.77511638622998,68.77511638622998,10.377552235555555,117.89041659015616,-533.2017340993955,0.09,60.0,-54.0838157504076,16,B,8,5,2023-11-02 11:00:02,3
62,62,18-Rep_2-2023_11_02-11_01_52-rev-1,50831.09055,0.8638468150225656,0.8774954734117228,9.749949704574698,1.41226,0.651488,0.92007044288,121.37785493615353,75.41707495708965,10.223004920888888,82.16756078210058,-5560.037582976153,0.09,60.0,-54.08403003670784,18,C,1,5,2023-11-02 11:01:52,3
63,63,19-Rep_2-2023_11_02-11_02_47-rev-9,3948564.26,0.8173852251589084,1.0658615262915665,11.84290584768407,1.37502,0.590903,0.8125034430599999,93.26047878342276,72.29186212475544,9.027816034,110.54987207659886,-1878.0782443206624,0.09,60.0,-54.08387201673419,19,C,2,5,2023-11-02 11:02:47,3
64,64,20-Rep_2-2023_11_02-11_03_42-rev-0,36765.44615,0.6870019504046109,0.0435506652303405,0.4838962803371169,0.0307262,0.506058,0.0155492393195999,51.97043891521006,51.97043891521006,0.1727693257733333,1577.0107367352189,156360.03010295407,0.09,60.0,-54.08406326609578,20,C,3,6,2023-11-02 11:03:42,3
65,65,21-Rep_2-2023_11_02-11_04_37-rev-0,33700.08879,0.6897258464053042,0.0568458751370988,0.6316208348566541,0.0395029999999999,0.55455,0.0219063886499999,55.872143201011184,55.872143201011184,0.2434043183333333,1220.4645865825516,132986.04754536215,0.09,60.0,-54.08386787816513,21,C,4,6,2023-11-02 11:04:37,3
66,66,22-Rep_2-2023_11_02-11_05_32-rev-0,28921.21021,0.729743154711724,0.0621501842983139,0.6905576033145999,0.047341,0.590901,0.027973844241,61.67933770610713,61.67933770610713,0.3108204915666667,1244.5649884278912,245266.84546386907,0.09,60.0,-54.0841218959533,22,C,5,6,2023-11-02 11:05:32,3
67,67,24-Rep_2-2023_11_02-11_07_22-rev-0,210333.2791,0.4515886846465792,0.0870899593501223,0.9676662150013596,0.0439137,0.275735,0.0121085440695,30.78795105921824,30.78795105921824,0.13453937855,2764.876003633234,2393.5735436835894,0.09,60.0,-54.08442691533487,24,C,7,7,2023-11-02 11:07:22,3
68,68,26-Rep_2-2023_11_02-11_09_12-rev-0,8753.705907,0.3874812387250294,0.1424633764210593,1.582926404678437,0.073716,0.22724,0.01675122384,30.3453834365648,30.3453834365648,0.1861247093333333,1709.7860554732326,1927.7886633275225,0.09,60.0,-54.08398155848858,26,C,9,7,2023-11-02 11:09:12,3
69,69,00-Rep_2-2023_11_03-09_32_12-rev-9,7215.482541,0.8539779285652473,1.3935886680973717,15.48431853441524,1.46045,0.590902,0.8629828259000001,72.51383940814533,69.19405996742371,9.588698065555556,111.82490949548038,-1802.9149808512068,0.09,60.0,-54.0837204836652,0,A,1,1,2023-11-03 09:32:12,4
70,70,01-Rep_2-2023_11_03-09_33_07-rev-9,6658.494803,0.8530992634911362,1.349314166766424,14.992379630738045,1.46075,0.590903,0.8631615572499999,74.98587139976833,69.26544486533125,9.590683969444443,116.04368016749838,-1488.1341144840887,0.09,60.0,-54.083702073794,1,A,2,1,2023-11-03 09:33:07,4
71,71,03-Rep_2-2023_11_03-09_34_57-rev-9,2795746.256,0.8609872457195151,1.2858824067646997,14.287582297385551,1.4286800000000002,0.603061,0.86158118948,77.8212560577866,70.04296556054442,9.573124327555556,109.050392702469,-1552.2781780185687,0.09,60.0,-54.08361875612554,3,A,4,1,2023-11-03 09:34:57,4
72,72,04-Rep_2-2023_11_03-09_35_52-rev-1,4474184.164,0.8531338932744711,1.2829684600096822,14.255205111218691,1.54407,0.615136,0.94981304352,86.7770642432499,72.10310185180956,10.553478261333334,106.56714569443967,-1146.0176977347203,0.09,60.0,-54.08401267365338,4,A,5,2,2023-11-03 09:35:52,4
73,73,05-Rep_2-2023_11_03-09_36_47-rev-1,121534.6049,0.84773868929331,1.1322915719359448,12.58101746595494,1.52187,0.627256,0.95460208872,99.449384946713,73.99166841410668,10.606689874666667,74.90755622540313,-2330.249106647472,0.09,60.0,-54.08326163503278,5,A,6,2,2023-11-03 09:36:47,4
74,74,06-Rep_2-2023_11_03-09_37_42-rev-1,379071.4827,0.8570149528408582,1.14522684231606,12.724742692400666,1.52761,0.615137,0.93968943257,95.74242536765678,71.77669397259943,10.440993695222224,110.56818871247332,-2009.3650841660424,0.09,60.0,-54.08355168984416,6,A,7,2,2023-11-03 09:37:42,4
75,75,07-Rep_2-2023_11_03-09_38_37-rev-1,184330.457,0.87429534944904,1.1886213364584302,13.206903738427002,1.55759,0.627257,0.97700923063,94.01496241320912,71.74429103337702,10.85565811811111,101.35278000494782,-1561.0143431594513,0.09,60.0,-54.08380472190262,7,A,8,2,2023-11-03 09:38:37,4
76,76,08-Rep_2-2023_11_03-09_39_32-rev-1,5838.076993,0.7672861080885625,0.1493957031344879,1.6599522570498662,0.146389,0.627256,0.091823378584,80.10466830055623,80.10466830055623,1.0202597620444445,520.0054749487452,34328.280630916066,0.09,60.0,-54.08363233699678,8,A,9,3,2023-11-03 09:39:32,4
77,77,09-Rep_2-2023_11_03-09_40_28-rev-0,9232.97784,0.7513425197568891,0.1173149358445239,1.3034992871613773,0.0998229,0.651489,0.0650335212981,73.78124774105285,73.78124774105285,0.72259468109,435.50196604770673,108613.02811392555,0.09,60.0,-54.08360747172613,9,B,1,3,2023-11-03 09:40:28,4
78,78,10-Rep_2-2023_11_03-09_41_23-rev-1,9822.451494,0.8213510092652632,0.1701234789535362,1.8902608772615133,0.23374,0.663638,0.1551187461199999,111.01233437487132,80.79834230600814,1.7235416235555554,321.2091152215878,445437.2995123832,0.09,60.0,-54.083366368657565,10,B,2,3,2023-11-03 09:41:23,4
79,79,11-Rep_2-2023_11_03-09_42_18-rev-1,9685.659012,0.79176136110245,0.1811019631171632,2.012244034635148,0.234663,0.615134,0.144349189842,100.66926293740715,77.69184380802395,1.603879887133333,402.6658281733495,31934.538628491075,0.09,60.0,-54.08367761285904,11,B,3,3,2023-11-03 09:42:18,4
80,80,12-Rep_2-2023_11_03-09_43_13-rev-9,55406.35987,0.8602207014460158,1.3797893857210035,15.330993174677817,1.46762,0.60306,0.8850629172000001,74.56782149936859,70.10526472872215,9.834032413333334,101.97827673501504,-1518.288320888498,0.09,60.0,-54.08357075195288,12,B,4,4,2023-11-03 09:43:13,4
81,81,13-Rep_2-2023_11_03-09_44_07-rev-9,43177.02547,0.8617440039635358,1.2828190514761824,14.253545016402027,1.42598,0.60306,0.8599514988000001,77.7911669428952,69.98133984411434,9.555016653333334,107.07324221091356,-1825.9636726706733,0.09,60.0,-54.08350264574473,13,B,5,4,2023-11-03 09:44:07,4
82,82,14-Rep_2-2023_11_03-09_45_02-rev-9,34145.68537,0.8600616494840221,1.3229249948055368,14.69916660895041,1.46349,0.603059,0.88257081591,77.56838651026185,70.11811308663675,9.806342399,106.62408045447728,-1535.4103076966703,0.09,60.0,-54.0831988170533,14,B,6,4,2023-11-03 09:45:02,4
83,83,15-Rep_2-2023_11_03-09_45_57-rev-9,22225.18775,0.8564506042875214,1.3059640322378692,14.510711469309658,1.44541,0.60306,0.8716689546,77.93239842218388,70.41386823489766,9.685210606666669,104.36904010740687,-1361.442715851672,0.09,60.0,-54.08353801136504,15,B,7,4,2023-11-03 09:45:57,4
